num_wavefunction, num_operator, time
8401, 81, 64028
8501, 81, 58803
8601, 81, 62114
8701, 81, 63137
8801, 81, 64008
8901, 81, 62763
9001, 81, 62605
9101, 81, 63123
9201, 81, 61667
9301, 81, 61803
9401, 81, 63942
9501, 81, 61062
9601, 81, 61322
9701, 81, 63706
9801, 81, 63616
9901, 81, 64070
1, 91, 56543
101, 91, 60807
201, 91, 59230
301, 91, 52411
401, 91, 55258
501, 91, 56952
601, 91, 55076
701, 91, 58172
801, 91, 60746
901, 91, 59884
1001, 91, 61453
1101, 91, 65416
1201, 91, 65002
1301, 91, 64879
1401, 91, 66504
1501, 91, 67122
1601, 91, 68310
1701, 91, 70983
1801, 91, 69422
1901, 91, 69380
2001, 91, 71401
2101, 91, 75655
2201, 91, 73371
2301, 91, 70778
2401, 91, 71558
2501, 91, 73395
2601, 91, 74856
2701, 91, 70297
2801, 91, 79711
2901, 91, 74675
3001, 91, 71527
3101, 91, 71267
3201, 91, 76797
3301, 91, 70940
3401, 91, 73092
3501, 91, 73490
3601, 91, 72784
3701, 91, 71008
3801, 91, 74214
3901, 91, 71433
4001, 91, 76639
4101, 91, 75126
4201, 91, 74626
4301, 91, 72108
4401, 91, 74086
4501, 91, 71171
4601, 91, 73367
4701, 91, 74275
4801, 91, 68606
4901, 91, 74000
5001, 91, 73487
5101, 91, 72396
5201, 91, 73252
5301, 91, 72772
5401, 91, 70222
5501, 91, 71348
5601, 91, 74298
5701, 91, 72978
5801, 91, 74365
5901, 91, 70508
6001, 91, 73249
6101, 91, 72799
6201, 91, 70732
6301, 91, 75089
6401, 91, 76134
6501, 91, 64469
6601, 91, 72838
6701, 91, 72854
6801, 91, 69346
6901, 91, 74622
7001, 91, 73804
7101, 91, 77882
7201, 91, 68965
7301, 91, 68216
7401, 91, 66974
7501, 91, 72792
7601, 91, 71133
7701, 91, 76568
7801, 91, 74878
7901, 91, 72527
8001, 91, 73144
8101, 91, 71524
8201, 91, 80695
8301, 91, 77031
8401, 91, 74817
8501, 91, 80932
8601, 91, 72263
8701, 91, 75421
8801, 91, 76607
8901, 91, 74448
9001, 91, 76501
9101, 91, 73729
9201, 91, 78988
9301, 91, 72803
9401, 91, 72835
9501, 91, 73627
9601, 91, 76125
9701, 91, 77104
9801, 91, 75648
9901, 91, 73626
